,genres,original_language,original_title,overview,popularity,title
409,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,The Air Up There,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",1.8962729999999999,The Air Up There
403,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8 Seconds,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",1.888534,8 Seconds
295,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Priest,"Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",1.881932,Priest
264,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,Little Odessa,"The film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the Russian mafia in Brooklyn.",1.8612919999999997,Little Odessa
25,"[{'id': 18, 'name': 'Drama'}]",en,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,1.8458990000000002,Othello
206,"[{'id': 18, 'name': 'Drama'}]",en,White Man's Burden,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice.",1.8340990000000001,White Man's Burden
197,"[{'id': 53, 'name': 'Thriller'}]",en,The Tie That Binds,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie and they want her back.,1.8204189999999998,The Tie That Binds
265,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,Mi Vida Loca,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",1.788829,Mi Vida Loca
317,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",es,Fresa y chocolate,"Havana, Cuba, 1979. Flamboyantly gay artist Diego (Jorge Perugorría) attempts to seduce the straight and strait-laced David, an idealistic young communist, and fails dismally. But David conspires to become friends with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two. But can it last? Strawberry and Chocolate became an instant hit when it was released, and has become a classic of Cuban cinema due to its charming and authentic exploration of a connection between two people under historical circumstances that seem levelled against them.",1.7771970000000001,Strawberry and Chocolate
146,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Amateur,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",1.7590119999999998,Amateur
310,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,The Secret of Roan Inish,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate..",1.7504810000000002,The Secret of Roan Inish
467,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",1.7429740000000002,I'll Do Anything
122,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",it,L'uomo delle stelle,The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome.,1.702639,The Star Maker
424,"[{'id': 35, 'name': 'Comedy'}]",en,Cabin Boy,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.",1.679042,Cabin Boy
294,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",zh,Pushing Hands,"The story is about an elderly Chinese tai chi chuan teacher and grandfather who emigrates from Beijing to live with his son, American daughter-in-law, and grandson in a New York City suburb. The grandfather is increasingly distanced from the family as a ""fish out of water"" in Western culture.",1.638622,Pushing Hands
412,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Barcelona,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.",1.632711,Barcelona
250,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Jefferson in Paris,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",1.596058,Jefferson in Paris
117,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,Steal Big Steal Little,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",1.522412,Steal Big Steal Little
34,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Carrington,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.",1.4933610000000002,Carrington
72,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",fr,Les misérables,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",1.4794459999999998,Les Miserables
282,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,Nemesis 2 - Nebula,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.",1.466491,Nemesis 2 - Nebula
290,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,The Perez Family,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",1.4335440000000002,The Perez Family
319,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,The Sum of Us,"""The Sum of Us"" is an Aussie story about a father and a son both searching for love and sharing an unconventional bond. Harry, the father, is the caring and open-minded ""mate"" that borders on annoyance. His son Jeff unsuccessfully searches for love, with the unwanted guidance of his father.",1.407427,The Sum of Us
308,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,Stuart Saves His Family,"Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices.",1.390885,Stuart Saves His Family
52,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",it,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",1.361286,Lamerica
442,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,The Favor,"Kathy is married to Peter. Now she can't help but wonder how things could have been if she got together with her old boyfriend, Tom. Being married prevents from doing that so she asks her friend, Emily to go to him and see if she can sleep with him then tell Kathy how it was. When Emily tells Kathy that things were awesome, their friendship suffers, at the same so does Kathy's marriage. Things get even more complicated when Emily learns she's pregnant, and she's not certain if it's Tom's or her boyfriend, Elliot.",1.344876,The Favor
118,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,Race the Sun,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",1.317878,Race the Sun
425,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,Calendar Girl,"Like many adolescent boys, Roy Darpinian had the hots for movie divas, and one in particular was his wet dream as half of America's in the 1950s: Marilyn Monroe. The difference is, one summer holiday he actually decided to enlist his spineless buddies, Scott Foreman and Ned Bleuer, to actually drive all the way to Hollywood and make as many desperate attempts as it takes to meet her or get arrested trying, and no setback or embarrassment (even publicly bare-ass) can stop or distract him. Against all odds, he finally even got a chance to help her...",1.316741,Calendar Girl
316,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Suture,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",1.298224,Suture
297,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,Picture Bride,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",1.296912,Picture Bride
113,"[{'id': 35, 'name': 'Comedy'}]",en,Le Bonheur est dans le pré,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then a TV show called ""where are you?"" shows a woman from Gers who is searching for her husband who disappeared 28 years ago. The lost husband looks like an identical twin of Francis...",1.254885,Happiness Is in the Field
79,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",fa,بادکنک سفید,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,1.196256,The White Balloon
184,"[{'id': 35, 'name': 'Comedy'}]",en,Party Girl,"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.",1.165039,Party Girl
306,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",en,Rent-a-Kid,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...",1.155255,Rent-a-Kid
274,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,Miami Rhapsody,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.",1.1372659999999999,Miami Rhapsody
391,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Fall Time,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.",1.108494,Fall Time
29,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",zh,摇啊摇，摇到外婆桥,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,1.1009149999999999,Shanghai Triad
104,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",de,Keiner liebt mich,No overview found.,1.015068,Nobody Loves Me
241,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,The Glass Shield,"J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. His only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white-male work environment. When J.J. becomes increasingly aware of police corruption during the murder trial of Teddy Woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice.",1.012197,The Glass Shield
179,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Moonlight and Valentino,Four women who discover untapped strength within themselves when they finally let go of what divides them,1.01115,Moonlight and Valentino
465,"[{'id': 35, 'name': 'Comedy'}]",en,House Party 3,"Hip Hop duo Kid &amp; Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",0.9960469999999999,House Party 3
444,"[{'id': 35, 'name': 'Comedy'}]",en,Fear of a Black Hat,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def &amp; Tasty Taste performing as N.W.H.",0.985441,Fear of a Black Hat
106,"[{'id': 99, 'name': 'Documentary'}]",en,Catwalk,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",0.976707,Catwalk
384,"[{'id': 18, 'name': 'Drama'}]",fr,Le colonel Chabert,"Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.",0.934312,Colonel Chabert
145,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,An Awfully Big Adventure,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.",0.922958,An Awfully Big Adventure
140,"[{'id': 18, 'name': 'Drama'}]",en,Gospa,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.",0.9185040000000001,Virgin Mary
194,"[{'id': 18, 'name': 'Drama'}]",en,The Stars Fell on Henrietta,"The setting is early America during the oil boom. An elderly, down on his luck 'oil man', Mr. Cox finds himself in the town of Henrietta. Using unconventional methods, he convinces himself and local Don Day that there is oil on Day's land. The financially strapped Day puts everything into finding oil...but at what cost?",0.913522,The Stars Fell on Henrietta
386,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,0.912909,Jason's Lyric
379,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,Bad Company,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???",0.912415,Bad Company
39,"[{'id': 18, 'name': 'Drama'}]",en,"Cry, the Beloved Country",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,0.894647,"Cry, the Beloved Country"
119,"[{'id': 18, 'name': 'Drama'}]",en,The Boys of St. Vincent,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,0.86539,The Boys of St. Vincent
259,"[{'id': 18, 'name': 'Drama'}]",en,Ladybird Ladybird,"This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.",0.8450799999999999,Ladybird Ladybird
203,"[{'id': 99, 'name': 'Documentary'}]",en,Unzipped,"Using a variety of cinematographic techniques, the world of high- profile fashion designer Issac Mizrahi is portrayed as being driven by excitement and creativity, despite the concomitant chaos and cacophony. Mizrahi's frenzied genius and rollercoaster emotions paint a humorous and personal portrait of a brilliant designer. Famous ""SuperModels"", actors, and actresses populate Issac's rarified world, but Douglas Keeve's cameras capture the stress and turbulence beneath the placid coolness of glamour. Written by Tad Dibbern",0.7860229999999999,Unzipped
456,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Go Fish,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",0.775898,Go Fish
283,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Nina Takes a Lover,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",0.769522,Nina Takes a Lover
251,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,The Jerky Boys,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",0.748846,The Jerky Boys
224,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",it,Destiny Turns on the Radio,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?",0.710671,Destiny Turns on the Radio
326,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Tom & Viv,"The story of the marriage of the poet TS Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaeological and emotional problems and his growing fame.",0.7042039999999999,Tom & Viv
127,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,Pie in the Sky,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.,0.699066,Pie in the Sky
97,"[{'id': 99, 'name': 'Documentary'}]",en,Heidi Fleiss: Hollywood Madam,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0.638211,Heidi Fleiss: Hollywood Madam
129,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",it,Frankie Starlight,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,0.637554,Frankie Starlight
279,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,New Jersey Drive,"New Jersey Drive is a 1995 film about black youths in Newark, New Jersey, the unofficial ""car theft capital of the world"". Their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",0.629955,New Jersey Drive
331,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,The Walking Dead,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",0.620873,The Walking Dead
471,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,The Inkwell,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,0.6133350000000001,The Inkwell
498,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,The New Age,"Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have make some hard decisions",0.5962069999999999,The New Age
50,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,Guardian Angel,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",0.595949,Guardian Angel
358,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",en,Die Macht der Bilder: Leni Riefenstahl,"This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",0.5688840000000001,"The Wonderful, Horrible Life of Leni Riefenstahl"
135,"[{'id': 35, 'name': 'Comedy'}]",en,Man of the Year,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",0.5404359999999999,Man of the Year
491,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,What Happened Was...,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night.",0.534606,What Happened Was...
83,[],en,Last Summer in the Hamptons,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",0.531159,Last Summer in the Hamptons
164,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,Feast of July,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.",0.523575,Feast of July
94,"[{'id': 35, 'name': 'Comedy'}]",en,A Midwinter's Tale,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",0.5133909999999999,A Midwinter's Tale
307,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",en,Relative Fear,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",0.499601,Relative Fear
